Amount,,,,1.00,,,,,,,2.00,,,,,,3.00,,,,,,,4.00,,,,,,5.00,,,,,,6.00,,,,,,,7.00,,,,
Host Code,Organization Name,Territory Name,Sales Rep Full Name,"MNT & Telomere Kit (2 ACD, 1 Blue Sodium Citrate)",MNT Kit Only (2 ACD),MTHFR Kit (1 Blue Sodium Citrate),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - Lt. Blue (3mL) Telo/MTHFR-Sodium Citrate,Tube - SST (7.5 mL) Tiger Top,MNT Kit Only (2 ACD),MTHFR Kit (1 Blue Sodium Citrate),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - Lt. Blue (3mL) Telo/MTHFR-Sodium Citrate,Tube - SST (7.5 mL) Tiger Top,"MNT & Telomere Kit (2 ACD, 1 Blue Sodium Citrate)",MNT Kit Only (2 ACD),MTHFR Kit (1 Blue Sodium Citrate),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - Lt. Blue (3mL) Telo/MTHFR-Sodium Citrate,Tube - SST (7.5 mL) Tiger Top,MNT Kit Only (2 ACD),MTHFR Kit (1 Blue Sodium Citrate),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - Lt. Blue (3mL) Telo/MTHFR-Sodium Citrate,Tube - SST (7.5 mL) Tiger Top,"MNT & Telomere Kit (2 ACD, 1 Blue Sodium Citrate)",MNT Kit Only (2 ACD),MTHFR Kit (1 Blue Sodium Citrate),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - SST (7.5 mL) Tiger Top,"MNT & Telomere Kit (2 ACD, 1 Blue Sodium Citrate)",MNT Kit Only (2 ACD),MTHFR Kit (1 Blue Sodium Citrate),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - Lt. Blue (3mL) Telo/MTHFR-Sodium Citrate,Tube - SST (7.5 mL) Tiger Top,MNT Kit Only (2 ACD),Telomere Kit (1 Blue Sodium Citrate),Tube - ACD (8.5 mL) Yellow Tops,Tube - Lt. Blue (3mL) Telo/MTHFR-Sodium Citrate,Tube - SST (7.5 mL) Tiger Top
115352,Harmony Healing Center,CO101,Erica Aijia Zhang,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
115388,Mediworks Integrated Medical Centre,CAN502,Ashley Hernandez,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115534,Anwan Wellness Medical Center - Hapeville,GA102,Eliana Dougherty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115632,Wycoff Wellness Center,MI101,Jack (Hongjie) Zou,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0
115743,Robert M. Korolevich MD,FL101,Ashley Hernandez,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115951,Executive Healthcare Services,VA101,Ashley Hernandez,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0
116019,Total Health Solutions,FL102,Eliana Dougherty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116108,Harmony Wellness Center,FL102,Eliana Dougherty,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116129,Carillon Sports  Family Medicine,FL101,Ashley Hernandez,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116155,North Dallas Wellness Center,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116296,Kelly L Cobb MD,LA101,Suri Huang,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
116297,Repower Medical Clinic LLC,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116336,Enhanced Wellness,MS102,Eliana Dougherty,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
116357,Eagle's Landing Longevity Center,GA101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116377,Naples Elite Care,FL101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116422,Wellness Integrative Naturopathic Center Inc,CA102,Greg Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116508,Regenerative Medicine Center,PA101,Jack (Hongjie) Zou,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116532,Aidun Medical,AZ101,Erica Aijia Zhang,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
116596,M.D. INTEGRATIVE WELLNESS,CA102,Greg Chung,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
116617,Cathie Dunal MD MPH SC,IL101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116837,Newport Integrative Health,CA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116855,Liberty Spine Sports Nutritional Medicine,OH101,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116903,BioThrive Health,WA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116938,Brenda L Axmann MD FACOG,TX102,Xavier Sandoval,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116967,Methow Valley Wellness Center,WA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117465,Michele Helfgott MD,IN101,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
117655,The Balanced Body Center,NC101,Ashley Hernandez,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117783,Joy Hao MD,FL101,Ashley Hernandez,0,20,0,0,100,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
117843,Acupuncture Medical Consultants,TX102,Xavier Sandoval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117857,Advanced Integrative Medicine,CO101,Erica Aijia Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0
117870,Total Nutrition Therapeutics,FL101,Ashley Hernandez,0,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
117907,Any Lab Test Now Scottsdale,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118248,Angel Longevity Medical Center,CA101,Michael Martinez,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118290,Any Lab Test Now - Colorado Springs North,CO101,Erica Aijia Zhang,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118317,Mind Body Spirit,AZ101,Erica Aijia Zhang,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118434,Any Lab Test Now Franklin,TN101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118457,Any Lab Test Now Durham,NC101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118460,Any Lab Test Now Winter Park,FL101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118463,Any Lab Test Now - Arlington,TX101,Suri Huang,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118478,Chester County Nutrition,PA101,Jack (Hongjie) Zou,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
118504,Jennifer Means ND,OR101,Michael Martinez,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118518,Southwest Integrative Medicine,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
123954,Any Lab Test Now Lititz,PA101,Jack (Hongjie) Zou,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
123985,Any Lab Test Now Plano,TX101,Suri Huang,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123994,Any Lab Test Now - Austin,TX101,Suri Huang,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129204,"VeAr Phlebotomy, LLC Draw Site",CA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
20424052,Whitewater Naturopathic,CA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
29324052,Kay Spears  MS CCN,TX101,Suri Huang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5Ts40,"5t's Mobile Collection Lab ",CA101,Michael Martinez,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61724052,Macer Medical Group,CA101,Michael Martinez,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0
70963,Any Lab Test Now - Ft. Lauderdale,FL101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,10,0,0,0,0,0
71279,Any Lab Test Now - Fargo,ND101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74324169,Pure Homeopathy,CO102,Greg Chung,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74324419,Prime Healthcare Providers,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74324662,Destination Health,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
74324975,Emmanuela Wolloch MD,FL101,Ashley Hernandez,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74324995,Genetic Science Laboratory,PR501,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74325170,Premier Health and Wellness,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74325276,Whole Family Healthcare,FL101,Ashley Hernandez,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
74325306,Any Lab Test Now Holcombe Med Center,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74325427,Healing with Excellence,FL101,Ashley Hernandez,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
74325435,Jacqueline Romero DO,FL101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74325453,Scott L Bernstein MD PC,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
74325530,Any Lab Test Now Greenwood,IN101,Jack (Hongjie) Zou,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74325583,Any Lab Test Now - Loves Park,IL101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
74325791,Alpine Valley Wellness Center,WA101,Michael Martinez,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74325977,Medicatrix,NC101,Ashley Hernandez,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
74326038,LABORATORIO BIOMEDICO,PR501,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
74326072,Bozena Sabala DO,FL102,Eliana Dougherty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
74326166,Randall Hayes DO,TX102,Xavier Sandoval,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326300,Live Well Chiropractic Wellness,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,10,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
74326371,Any Lab Test Now - Rosenberg,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
74326392,Any Lab Test Now - Hallandale,FL101,Ashley Hernandez,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326435,Well Medical Arts,WA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326480,Any Lab Test Now Katy FreewayHouston,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326505,Body Balance Chiropractic and Wellness,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326558,Natural Path Health Center,WI101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
74326609,Orlando Health Physician Associates,FL102,Eliana Dougherty,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326641,Danielle Gamboa MD,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74326734,Longevity Medical Clinic Kirkland,WA101,Michael Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
74326830,Any Lab Test Now Medina,OH101,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326857,Laboratorio Clinico Paseos,PR501,Jack (Hongjie) Zou,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326907,Any Lab Test Now - Glendale,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74326945,Generations Natural Health Clinic,WA102,Greg Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74327238,Riobe Integrative Medicine,FL101,Ashley Hernandez,0,20,0,0,0,0,0,21,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0
74327254,Any Lab Test Now Lubbock,TX101,Suri Huang,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74327272,Any Lab Test Now Katy Fwy,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
74327275,Any Lab Test Now N LoopHouston,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74327500,The Dempster Clinic,CAN501,Jack (Hongjie) Zou,0,34,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
74327732,Well Health Clinic Network Inc.,CAN501,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74327818,Any Lab Test Now - Tampa,FL101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
74327990,Extreme MD,NV101,Michael Martinez,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328005,Any Lab Test Now  Clarksville,TN101,Ashley Hernandez,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
74328021,Primrose Primary Care and Wellness,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328096,Any Lab Test Now Nashville,TN101,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328140,The Naturopathic Essentials Health Center,CAN501,Jack (Hongjie) Zou,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328265,Vitality Natural Health Care,AZ101,Erica Aijia Zhang,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
74328300,Halifax Naturopathic Health Centre,CAN501,Jack (Hongjie) Zou,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328302,Salus Integrative Medicine,CA101,Michael Martinez,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328334,Cross Roads Naturopathic Inc,CAN501,Jack (Hongjie) Zou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328606,Northern Sun Family Health Care,ME102,Ashley Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328624,Dr Ileana Tecchio ND,VT102,Ashley Hernandez,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328753,Debra Hilliard-Jones RD LD,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
74328784,Any Lab Test Now West Palm Beach,FL101,Ashley Hernandez,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328865,Medicine People,FL101,Ashley Hernandez,0,8,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
74328872,Any Lab Test Now Charleston,SC101,Ashley Hernandez,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74328947,Chiropractic Sports Acupuncture,TX101,Suri Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
